"","country","name","description","startYr","endYr"
"11528","slovakia","zsolt_simon_","Minister of Agriculture & Minister of Agriculture, Environment, and Regional Development","20060731","20161201"
"11529","slovakia","zdenka_kramplova_","Minister of Agriculture","20071201","20080831"
"11530","slovakia","vladimir_palko_","Minister of Interior","20040901","20060231"
"11531","slovakia","vladimir_chovan_","Minister of Agriculture","20091001","20100731"
"11532","slovakia","viliam_tursky_","Minister of Environment","20090601","20090931"
"11533","slovakia","viera_tomanova_","Minister of Labor, Social Affairs, and Family","20060801","20100731"
"11534","slovakia","viera_petrikova_","Deputy Prime Minister for Legislation","20090801","20100731"
"11535","slovakia","stefan_harabin_","Deputy Prime Minister for Legislation","20060801","20090731"
"11536","slovakia","stanislav_becik_","Minister of Agriculture","20080901","20090931"
"11537","slovakia","rudolf_zajac_","Minister of Health","20060731","20161201"
"11538","slovakia","rudolf_chmel_","Deputy Prime Minister for European Affairs, Human Rights, and Minorities & Minister of Culture","20100801","20161201"
"11539","slovakia","robert_nemcsics_","Minister of Economy","20030931","20161201"
"11540","slovakia","robert_kalinak_","Deputy Prime Minister","20060801","20100731"
"11541","slovakia","richard_rasi_","Minister of Health","20080701","20100731"
"11542","slovakia","rastislav_kacer_","Ambassador to the US","20030901","20081231"
"11543","slovakia","peter_tomka_","Permanent Representative to the UN, New York","20030731","20161201"
"11544","slovakia","peter_burian_","Ambassador to NATO & Permanent Representative to the UN, New York","20030231","20161201"
"11545","slovakia","pavol_rusko_","Deputy Prime Minister","20031001","20051031"
"11546","slovakia","pavol_prokopovic_","Minister of Transportation","20060731","20161201"
"11547","slovakia","pal_csaky_","Deputy Prime Minister","20050201","20060731"
"11548","slovakia","miroslav_lajcak_","Minister of Foreign Affairs","20090201","20100731"
"11549","slovakia","miroslav_jurena_","Minister of Agriculture","20060801","20071131"
"11550","slovakia","milos_koterec_","Permanent Representative to the UN, New York","20091001","20161201"
"11551","slovakia","mikulas_dzurinda_","Prime Minister & Minister of Foreign Affairs","20060731","20161201"
"11552","slovakia","martin_pado_","Minister of Interior","20060301","20060731"
"11553","slovakia","martin_fronc_","Minister of Education","20060231","20161201"
"11554","slovakia","martin_fedor_","Minister of Defense","20060301","20060731"
"11555","slovakia","martin_butora_","Ambassador to the US","20030831","20161201"
"11556","slovakia","marian_jusko_","Governor, Central Bank of Slovakia","20041231","20161201"
"11557","slovakia","marian_janusek_","Minister of Construction and Regional Development","20060801","20090431"
"11558","slovakia","marek_madaric_","Minister of Culture","20060801","20100731"
"11559","slovakia","ludovit_kanik_","Minister of Labor, Social Affairs, and Family","20051031","20161201"
"11560","slovakia","lucia_zitnanska_","Minister of Justice","20060301","20060731"
"11561","slovakia","lubomir_vazny_","Minister of Transportation, Post, and Telecommunications","20060801","20100731"
"11562","slovakia","lubomir_jahnatek_","Minister of Economy","20060801","20100731"
"11563","slovakia","lubomir_galko_","Minister of Defense","20100801","20161201"
"11564","slovakia","laszlo_szigeti_","Minister of Education","20060301","20060731"
"11565","slovakia","laszlo_miklos_","Minister of Environment","20060731","20161201"
"11566","slovakia","laszlo_gyurovsky_","Minister of Construction and Regional Development","20060731","20161201"
"11567","slovakia","klara_novotna_","Acting Permanent Representative to the UN, New York","20030901","20041231"
"11568","slovakia","juraj_miskov_","Minister of Economy and Construction","20100801","20161201"
"11569","slovakia","juraj_liska_","Minister of Defense","20031101","20060231"
"11570","slovakia","jozef_mihal_","Deputy Prime Minister","20100801","20161201"
"11571","slovakia","jozef_medved_","Minister of Environment","20091101","20100731"
"11572","slovakia","jozef_makuch_","Governor, Central Bank of Slovakia","20100501","20161201"
"11573","slovakia","jirko_malcharek_","Minister of Economy","20051101","20060731"
"11574","slovakia","jaroslav_izak_","Minister of Environment","20060801","20080831"
"11575","slovakia","jaroslav_baska_","Minister of Defense","20080301","20100731"
"11576","slovakia","jan_pociatek_","Minister of Finance","20060801","20100731"
"11577","slovakia","jan_mikolaj_","Deputy Prime Minister","20060801","20100731"
"11578","slovakia","jan_kubis_","Minister of Foreign Affairs","20060801","20090131"
"11579","slovakia","jan_figel_","Deputy Prime Minister","20100801","20161201"
"11580","slovakia","jan_chrbet_","Minister of Environment","20080901","20090531"
"11581","slovakia","iveta_radicova_","Prime Minister & Minister of Labor, Social Affairs, and the Family","20051101","20060731"
"11582","slovakia","ivan_valentovic_","Minister of Health","20060801","20080631"
"11583","slovakia","ivan_uhliarik_","Minister of Health","20100801","20161201"
"11584","slovakia","ivan_sramko_","Governor, Central Bank of Slovakia","20050101","20100431"
"11585","slovakia","ivan_simko_","Minister of Defense","20031031","20161201"
"11586","slovakia","ivan_miklos_","Minister of Finance & Minister of Finance & Minister of Culture ""Acting""","20030601","20060731"
"11587","slovakia","igor_stefanov_","Minister of Construction and Regional Development","20090501","20100431"
"11588","slovakia","frantisek_toth_","Minister of Culture","20050701","20060731"
"11589","slovakia","frantisek_kasicky_","Minister of Defense","20060801","20080231"
"11590","slovakia","eugen_jurzyca_","Minister of Education","20100801","20161201"
"11591","slovakia","eduard_kukan_","Minister of Foreign Affairs","20060731","20161201"
"11592","slovakia","dusan_caplovic_","Deputy Prime Minister for European Affairs, Human Rights, and Minorities","20060801","20100731"
"11593","slovakia","daniel_lipsic_","Minister of Interior & Minister of Justice","20100801","20161201"
"11594","slovakia","daniel_krajcer_","Minister of Culture and Tourism","20100801","20161201"
"11595","solomon_islands","william_haomae_|william_nii_haomae_","Minister of Foreign Affairs & Minister of Foreign Affairs, External Trade, and Immigration","20080401","20090831"
"11596","solomon_islands","walter_naezon_|walton_naezon_","Minister of Provincial Government and Rural Development & Minister of Commerce, Employment, and Trade","20040101","20040731"
"11597","solomon_islands","varian_lonamei_|varian_longmei_","Minister of Communications and Aviation","20080401","20161201"
"11598","solomon_islands","trevor_olavae_","Minister of Commerce, Employment, and Trade","20040101","20080331"
"11599","solomon_islands","toswel_kaua_","Minister of Justice and Legal Affairs","20080401","20090831"
"11600","solomon_islands","taro_mathias_","Minister of Education and Training","20030831","20161201"
"11601","solomon_islands","steve_william_abana_","Minister of Development Planning and Aid Coordination","20090901","20100931"
"11602","solomon_islands","steve_abana_","Minister of Development Planning and Aid Coordination","20080401","20090831"
"11603","solomon_islands","stephen_paeni_","Minister of Provincial Government and Rural Development & Minister of Mines and Energy & Minister of Mines and Energy","20050401","20080331"
"11604","solomon_islands","stanley_sofu_","Minister of Public Service & Minister of Infrastructure Development","20080401","20090831"
"11605","solomon_islands","stanley_festus_sofu_","Minister of Infrastructure and Development","20090901","20100931"
"11606","solomon_islands","snider_rini_|snyder_rini_","Deputy Prime Minister & Minister of National Planning and Aid Coordination & Minister of National Planning and Human Resource Development & Minister of Education and Training","20040101","20100431"
"11607","solomon_islands","siriako_usa_","Minister of Lands and Surveys","20040101","20080331"
"11608","solomon_islands","simeon_bouro_","Minister of Communications, Aviation, and Meteorology","20050401","20080331"
"11609","solomon_islands","shemuel_sam_iduri_","Minister of National Unity, Reconciliation and Peace","20090901","20100931"
"11610","solomon_islands","severno_nuaiasi_","Minister of Fisheries and Marine Resources","20100501","20100931"
"11611","solomon_islands","seth_gukuna_","Minister of Culture and Tourism","20080401","20100931"
"11612","solomon_islands","selwyn_riumana_","Minister of Agriculture and Livestock","20080401","20100431"
"11613","solomon_islands","sam_iduri_","Minister of National Reconciliation and Peace","20080401","20090831"
"11614","solomon_islands","samuel_manetoali_|samuel_manetoli_","Minister of Lands, Housing, and Survey & Minister of Culture and Tourism & Minister of Police and National Security & Minister of Police, National Security, and Prison Services","20090901","20100431"
"11615","solomon_islands","rick_hou_","Governor, Central Bank","20040101","20090831"
"11616","solomon_islands","peter_tom_","Minister of Home Affairs & Minister of Women, Youth, and Children Affairs & Minister of Womens, Youth, and Childrens Affairs","20090901","20100431"
"11617","solomon_islands","peter_shanel_","Minister of Commerce, Industries, and Employment & Minister of Commerce, Industry, and Employment","20070601","20080331"
"11618","solomon_islands","peter_boyers_","Minister of National Reform and Planning","20041001","20080331"
"11619","solomon_islands","paul_maenuu_","Minister of Agriculture and Livestock","20030901","20031131"
"11620","solomon_islands","patteson_oti_","Minister of Foreign Affairs & Minister of Communications, Aviation, and Meteorology","20070601","20070631"
"11621","solomon_islands","nollen_leni_","Minister of Foreign Affairs & Minister of National Reform and Planning & Minister of Fisheries and Marine Resources","20040101","20040931"
"11622","solomon_islands","nollen_cornelius_leni_","Minister of Fisheries and Marine Resources","20090901","20100431"
"11623","solomon_islands","nelson_kile_","Minister of Home Affairs & Minister of Fisheries and Marine Resources & Minister of Fisheries and Marine Resources","20040901","20080331"
"11624","solomon_islands","nathaniel_waena_","Minister of National Unity, Reconciliation, and Peace","20040101","20090831"
"11625","solomon_islands","milner_tozaka_","Minister of Public Service","20080401","20100931"
"11626","solomon_islands","michael_maina_","Minister of Police, National Security, and Justice","20040801","20050331"
"11627","solomon_islands","matthew_wale_","Minister of Education and Human Resources","20100501","20100931"
"11628","solomon_islands","martin_sopage_","Minister of Lands, Housing, and Survey","20101001","20161201"
"11629","solomon_islands","martin_magga_","Minister of Lands, Housing, and Surveys & Minister of Lands, Housing, and Survey & Minister of Health and Medical Services","20080401","20090831"
"11630","solomon_islands","mark_roboliu_kemakeza_","Minister of Energy, Mines, and Rural Electrification","20101001","20161201"
"11631","solomon_islands","manasseh_maelanga_","Minister of Provincial Government and Institutional Strengthening & Deputy Prime Minister","20090901","20100431"
"11632","solomon_islands","lionel_alex_","Minister of Rural Development and Indigenous Affairs","20101001","20161201"
"11633","solomon_islands","laurie_chan_","Minister of Finance & Minister of Foreign Affairs & Minister of Justice and Legal Affairs","20040101","20070531"
"11634","solomon_islands","joseph_onika_","Minister of Womens, Youth, and Childrens Affairs","20101001","20161201"
"11635","solomon_islands","john_patteson_oti_","Minister of Foreign Affairs","20070701","20080331"
"11636","solomon_islands","john_moffat_fugui_","Minister of Environment, Conservation, and Meteorology","20101001","20161201"
"11637","solomon_islands","john_martin_garo_","Minister of State Assisting the Prime Minister","20040801","20080331"
"11638","solomon_islands","john_lapli_","Governor General","20040101","20040631"
"11639","solomon_islands","johnson_koli_","Minister of Health and Medical Services & Minister of Women, Youths, and Childrens Affairs","20080401","20090831"
"11640","solomon_islands","job_duddley_tausinga_|job_dudley_tausinga_","Minister of Forestry & Minister of Education and Human Resources Development","20100501","20100931"
"11641","solomon_islands","jimmy_lusibaea_","Minister of Fisheries and Marine Resources","20101001","20101231"
"11642","solomon_islands","jeremiah_manele_","Ambassador to the US","20030831","20161201"
"11643","solomon_islands","james_tora_","Minister of National Unity, Reconciliation, and Peace & Minister of Home Affairs & Minister of Police, National Security and Correctional Services & Minister of Police, National Security, and Prison Services","20050401","20090831"
